2024-07-29 17:51:21 [MAIN] program start
2024-07-29 17:51:21 [SETTING] robot_obs_decel_gain doesn't exist
2024-07-29 17:51:21 robot config loaded
2024-07-29 17:51:21 try to connect LAN2CAN 192.168.2.100:1977
2024-07-29 17:51:21 l2c loop2 start
2024-07-29 17:51:21 [L2C] connected
2024-07-29 17:51:21 l2c loop start
2024-07-29 17:51:21 [UNIMAP] cloud loaded
2024-07-29 17:51:21 [UNIMAP] map load, spent time: 0.122777
2024-07-29 17:51:21 [MAIN] Initilized
2024-07-29 17:51:22 [LIDAR] mobile pose time drift, back, dt: 0.236337
2024-07-29 17:51:38 [LIDAR] mobile pose time drift, back, dt: 10.062953
2024-07-29 17:51:39 [LIDAR] mobile pose time drift, front, dt: 11.532387
2024-07-29 17:51:40 [LIDAR] mobile pose time drift, back, dt: 12.065753
2024-07-29 17:51:40 [LIDAR] mobile pose time drift, front, dt: 12.600288
2024-07-29 17:51:41 [LIDAR] mobile pose time drift, back, dt: 13.134628
2024-07-29 17:51:41 [LIDAR] mobile pose time drift, front, dt: 13.670348
2024-07-29 17:51:42 [LIDAR] mobile pose time drift, front, dt: 14.663818
2024-07-29 17:51:43 [LIDAR] mobile pose time drift, back, dt: 15.195150
2024-07-29 17:51:43 [LIDAR] mobile pose time drift, front, dt: 15.727251
2024-07-29 17:51:44 [LIDAR] mobile pose time drift, back, dt: 16.262140
2024-07-29 17:51:46 [LIDAR] mobile pose time drift, front, dt: 17.795728
2024-07-29 17:51:46 [LIDAR] mobile pose time drift, back, dt: 18.330788
2024-07-29 17:51:47 [LIDAR] mobile pose time drift, front, dt: 18.863006
2024-07-29 17:51:47 [LIDAR] mobile pose time drift, back, dt: 19.398368
2024-07-29 17:51:48 [LIDAR] mobile pose time drift, front, dt: 20.624074
2024-07-29 17:51:49 [LIDAR] mobile pose time drift, back, dt: 21.158615
2024-07-29 17:51:49 [LIDAR] mobile pose time drift, front, dt: 21.690091
2024-07-29 17:51:50 [LIDAR] mobile pose time drift, back, dt: 22.222098
2024-07-29 17:51:51 [LIDAR] mobile pose time drift, front, dt: 22.756460
2024-07-29 17:51:51 [LIDAR] mobile pose time drift, front, dt: 23.656591
2024-07-29 17:51:52 [LIDAR] mobile pose time drift, back, dt: 24.190210
2024-07-29 17:51:52 [LIDAR] mobile pose time drift, front, dt: 24.722720
2024-07-29 17:51:53 [LIDAR] mobile pose time drift, back, dt: 25.254020
2024-07-29 17:51:54 [LIDAR] mobile pose time drift, front, dt: 25.789234
2024-07-29 17:51:54 [LIDAR] mobile pose time drift, back, dt: 26.584229
2024-07-29 17:51:55 [LIDAR] mobile pose time drift, front, dt: 27.118185
2024-07-29 17:51:55 [LIDAR] mobile pose time drift, back, dt: 27.651476
2024-07-29 17:51:56 [LIDAR] mobile pose time drift, front, dt: 28.184153
2024-07-29 17:51:56 [LIDAR] mobile pose time drift, back, dt: 28.716829
2024-07-29 17:51:57 [LIDAR] mobile pose time drift, front, dt: 29.247779
2024-07-29 17:51:58 [LIDAR] mobile pose time drift, back, dt: 29.785801
2024-07-29 17:51:58 [LIDAR] mobile pose time drift, front, dt: 30.320861
2024-07-29 17:51:59 [LIDAR] mobile pose time drift, back, dt: 30.855643
2024-07-29 17:52:00 [LIDAR] mobile pose time drift, back, dt: 32.540091
2024-07-29 17:52:01 [LIDAR] mobile pose time drift, front, dt: 33.077158
2024-07-29 17:52:01 [LIDAR] mobile pose time drift, back, dt: 33.607663
2024-07-29 17:52:02 [LIDAR] mobile pose time drift, front, dt: 34.138713
2024-07-29 17:52:02 [LIDAR] mobile pose time drift, back, dt: 34.675084
2024-07-29 17:52:03 [LIDAR] mobile pose time drift, front, dt: 35.208451
2024-07-29 17:52:04 [LIDAR] mobile pose time drift, back, dt: 35.742638
2024-07-29 17:52:04 [LIDAR] mobile pose time drift, front, dt: 36.274656
2024-07-29 17:52:05 [LIDAR] mobile pose time drift, back, dt: 36.807128
2024-07-29 17:52:05 [LIDAR] mobile pose time drift, front, dt: 37.340825
2024-07-29 17:52:06 [LIDAR] mobile pose time drift, back, dt: 37.880106
2024-07-29 17:52:06 [LIDAR] mobile pose time drift, front, dt: 38.419047
2024-07-29 17:52:07 [LIDAR] mobile pose time drift, back, dt: 38.952358
2024-07-29 17:52:07 [LIDAR] mobile pose time drift, front, dt: 39.492159
2024-07-29 17:52:08 [LIDAR] mobile pose time drift, back, dt: 40.023966
2024-07-29 17:52:08 [LIDAR] mobile pose time drift, front, dt: 40.556921
2024-07-29 17:52:09 [LIDAR] mobile pose time drift, back, dt: 41.090685
2024-07-29 17:52:09 [LIDAR] mobile pose time drift, back, dt: 41.622767
2024-07-29 17:52:10 [LIDAR] mobile pose time drift, front, dt: 42.154766
2024-07-29 17:52:10 [LIDAR] mobile pose time drift, back, dt: 42.687055
2024-07-29 17:52:11 [LIDAR] mobile pose time drift, front, dt: 43.219435
2024-07-29 17:52:12 [LIDAR] mobile pose time drift, back, dt: 43.752267
2024-07-29 17:52:12 [LIDAR] mobile pose time drift, front, dt: 44.287547
2024-07-29 17:52:13 [LIDAR] mobile pose time drift, back, dt: 44.819216
2024-07-29 17:52:13 [LIDAR] mobile pose time drift, front, dt: 45.353093
2024-07-29 17:52:14 [LIDAR] mobile pose time drift, back, dt: 45.882578
2024-07-29 17:52:14 [LIDAR] mobile pose time drift, front, dt: 46.414646
2024-07-29 17:52:15 [LIDAR] mobile pose time drift, back, dt: 46.948578
2024-07-29 17:52:15 [LIDAR] mobile pose time drift, back, dt: 47.578784
2024-07-29 17:52:16 [LIDAR] mobile pose time drift, front, dt: 48.111590
2024-07-29 17:52:16 [LIDAR] mobile pose time drift, back, dt: 48.642958
2024-07-29 17:52:17 [LIDAR] mobile pose time drift, front, dt: 49.175281
2024-07-29 17:52:17 [LIDAR] mobile pose time drift, back, dt: 49.707470
2024-07-29 17:52:18 [LIDAR] mobile pose time drift, front, dt: 50.242886
2024-07-29 17:52:19 [LIDAR] mobile pose time drift, back, dt: 50.775605
2024-07-29 17:52:19 [LIDAR] mobile pose time drift, back, dt: 51.308024
2024-07-29 17:52:20 [LIDAR] mobile pose time drift, front, dt: 51.840207
2024-07-29 17:52:20 [LIDAR] mobile pose time drift, back, dt: 52.373066
2024-07-29 17:52:21 [LIDAR] mobile pose time drift, front, dt: 52.906162
2024-07-29 17:52:21 [LIDAR] mobile pose time drift, back, dt: 53.440341
2024-07-29 17:52:22 [LIDAR] mobile pose time drift, front, dt: 53.972901
2024-07-29 17:52:22 [LIDAR] mobile pose time drift, back, dt: 54.643249
2024-07-29 17:52:23 [LIDAR] mobile pose time drift, back, dt: 55.179433
2024-07-29 17:52:23 [LIDAR] mobile pose time drift, front, dt: 55.711415
2024-07-29 17:52:24 [LIDAR] mobile pose time drift, back, dt: 56.245074
2024-07-29 17:52:25 [LIDAR] mobile pose time drift, front, dt: 56.780546
2024-07-29 17:52:25 [LIDAR] mobile pose time drift, back, dt: 57.672224
2024-07-29 17:52:26 [LIDAR] mobile pose time drift, back, dt: 58.204283
2024-07-29 17:52:27 [LIDAR] mobile pose time drift, front, dt: 58.738024
2024-07-29 17:52:27 [LIDAR] mobile pose time drift, back, dt: 59.269124
2024-07-29 17:52:28 [LIDAR] mobile pose time drift, front, dt: 59.803269
2024-07-29 17:52:28 [LIDAR] mobile pose time drift, back, dt: 60.335108
2024-07-29 17:52:29 [LIDAR] mobile pose time drift, back, dt: 60.866162
2024-07-29 17:52:29 [LIDAR] mobile pose time drift, front, dt: 61.646699
2024-07-29 17:52:30 [LIDAR] mobile pose time drift, front, dt: 62.179596
2024-07-29 17:52:30 [LIDAR] mobile pose time drift, back, dt: 62.716572
2024-07-29 17:52:31 [LIDAR] mobile pose time drift, front, dt: 63.254256
2024-07-29 17:52:32 [LIDAR] mobile pose time drift, back, dt: 63.787565
2024-07-29 17:52:32 [LIDAR] mobile pose time drift, back, dt: 64.324293
2024-07-29 17:52:33 [LIDAR] mobile pose time drift, front, dt: 64.859799
2024-07-29 17:52:33 [LIDAR] mobile pose time drift, front, dt: 65.392649
2024-07-29 17:52:34 [LIDAR] mobile pose time drift, back, dt: 65.925093
2024-07-29 17:52:34 [LIDAR] mobile pose time drift, front, dt: 66.456298
2024-07-29 17:52:35 [LIDAR] mobile pose time drift, back, dt: 66.989863
2024-07-29 17:52:35 [LIDAR] mobile pose time drift, front, dt: 67.606801
2024-07-29 17:52:36 [LIDAR] mobile pose time drift, front, dt: 68.141942
2024-07-29 17:52:36 [LIDAR] mobile pose time drift, back, dt: 68.675112
2024-07-29 17:52:37 [LIDAR] mobile pose time drift, front, dt: 69.207979
2024-07-29 17:52:38 [LIDAR] mobile pose time drift, back, dt: 69.741486
2024-07-29 17:52:38 [LIDAR] mobile pose time drift, front, dt: 70.278243
2024-07-29 17:52:39 [LIDAR] mobile pose time drift, back, dt: 70.812046
2024-07-29 17:52:39 [LIDAR] mobile pose time drift, front, dt: 71.344800
2024-07-29 17:52:40 [LIDAR] mobile pose time drift, back, dt: 71.876951
2024-07-29 17:52:40 [LIDAR] mobile pose time drift, back, dt: 72.409539
2024-07-29 17:52:41 [LIDAR] mobile pose time drift, front, dt: 72.941192
2024-07-29 17:52:41 [LIDAR] mobile pose time drift, front, dt: 73.474226
2024-07-29 17:52:42 [LIDAR] mobile pose time drift, front, dt: 74.009960
2024-07-29 17:52:42 [LIDAR] mobile pose time drift, front, dt: 74.545716
2024-07-29 17:52:43 [LIDAR] mobile pose time drift, back, dt: 75.075551
2024-07-29 17:52:43 [LIDAR] mobile pose time drift, front, dt: 75.609314
2024-07-29 17:52:44 [LIDAR] mobile pose time drift, back, dt: 76.143206
2024-07-29 17:52:44 [LIDAR] mobile pose time drift, front, dt: 76.678211
2024-07-29 17:52:45 [LIDAR] mobile pose time drift, front, dt: 77.213966
2024-07-29 17:52:46 [LIDAR] mobile pose time drift, back, dt: 77.748893
2024-07-29 17:52:46 [LIDAR] mobile pose time drift, back, dt: 78.281258
2024-07-29 17:52:47 [LIDAR] mobile pose time drift, front, dt: 78.817774
2024-07-29 17:52:47 [LIDAR] mobile pose time drift, back, dt: 79.352214
2024-07-29 17:52:48 [LIDAR] mobile pose time drift, front, dt: 79.885285
2024-07-29 17:52:48 [LIDAR] mobile pose time drift, back, dt: 80.415568
2024-07-29 17:52:49 [LIDAR] mobile pose time drift, front, dt: 80.947065
2024-07-29 17:52:49 [LIDAR] mobile pose time drift, back, dt: 81.477894
2024-07-29 17:52:50 [LIDAR] mobile pose time drift, front, dt: 82.009346
2024-07-29 17:52:50 [LIDAR] mobile pose time drift, front, dt: 82.542774
2024-07-29 17:52:51 [LIDAR] mobile pose time drift, back, dt: 83.073491
2024-07-29 17:52:51 [LIDAR] mobile pose time drift, front, dt: 83.606211
2024-07-29 17:52:52 [LIDAR] mobile pose time drift, back, dt: 84.138281
2024-07-29 17:52:52 [LIDAR] mobile pose time drift, back, dt: 84.669340
2024-07-29 17:52:53 [LIDAR] mobile pose time drift, front, dt: 85.203062
2024-07-29 17:52:54 [LIDAR] mobile pose time drift, back, dt: 85.734607
2024-07-29 17:52:54 [LIDAR] mobile pose time drift, front, dt: 86.268033
2024-07-29 17:52:55 [LIDAR] mobile pose time drift, back, dt: 86.803075
2024-07-29 17:52:55 [LIDAR] mobile pose time drift, front, dt: 87.338658
2024-07-29 17:52:56 [LIDAR] mobile pose time drift, back, dt: 87.872435
2024-07-29 17:52:56 [LIDAR] mobile pose time drift, back, dt: 88.553884
2024-07-29 17:52:57 [LIDAR] mobile pose time drift, front, dt: 89.085055
2024-07-29 17:52:57 [LIDAR] mobile pose time drift, back, dt: 89.618678
2024-07-29 17:52:58 [LIDAR] mobile pose time drift, front, dt: 90.152947
2024-07-29 17:52:58 [LIDAR] mobile pose time drift, back, dt: 90.683681
2024-07-29 17:52:59 [LIDAR] mobile pose time drift, front, dt: 91.216709
2024-07-29 17:53:00 [LIDAR] mobile pose time drift, back, dt: 91.750043
2024-07-29 17:53:00 [LIDAR] mobile pose time drift, front, dt: 92.287885
2024-07-29 17:53:01 [LIDAR] mobile pose time drift, back, dt: 92.821565
2024-07-29 17:53:01 [LIDAR] mobile pose time drift, front, dt: 93.353393
2024-07-29 17:53:02 [LIDAR] mobile pose time drift, back, dt: 93.891029
2024-07-29 17:53:02 [LIDAR] mobile pose time drift, front, dt: 94.428050
2024-07-29 17:53:03 [LIDAR] mobile pose time drift, front, dt: 95.591624
2024-07-29 17:53:04 [LIDAR] mobile pose time drift, back, dt: 96.122527
2024-07-29 17:53:04 [LIDAR] mobile pose time drift, front, dt: 96.655653
2024-07-29 17:53:05 [LIDAR] mobile pose time drift, back, dt: 97.192380
2024-07-29 17:53:06 [LIDAR] mobile pose time drift, front, dt: 98.621857
2024-07-29 17:53:07 [LIDAR] mobile pose time drift, back, dt: 99.152324
2024-07-29 17:53:07 [LIDAR] mobile pose time drift, front, dt: 99.684935
2024-07-29 17:53:08 [LIDAR] mobile pose time drift, back, dt: 100.215153
2024-07-29 17:53:09 [LIDAR] mobile pose time drift, front, dt: 100.748210
2024-07-29 17:53:09 [LIDAR] mobile pose time drift, back, dt: 101.278419
2024-07-29 17:53:10 [LIDAR] mobile pose time drift, front, dt: 101.813616
2024-07-29 17:53:10 [LIDAR] mobile pose time drift, back, dt: 102.346894
2024-07-29 17:53:11 [LIDAR] mobile pose time drift, front, dt: 103.573631
2024-07-29 17:53:12 [LIDAR] mobile pose time drift, back, dt: 104.105782
2024-07-29 17:53:12 [LIDAR] mobile pose time drift, front, dt: 104.639184
2024-07-29 17:53:13 [LIDAR] mobile pose time drift, back, dt: 105.172505
2024-07-29 17:53:13 [LIDAR] mobile pose time drift, front, dt: 105.708914
2024-07-29 17:53:14 [LIDAR] mobile pose time drift, back, dt: 106.622522
2024-07-29 17:53:15 [LIDAR] mobile pose time drift, front, dt: 107.154066
2024-07-29 17:53:15 [LIDAR] mobile pose time drift, back, dt: 107.685490
2024-07-29 17:53:16 [LIDAR] mobile pose time drift, front, dt: 108.221549
2024-07-29 17:53:17 [LIDAR] mobile pose time drift, back, dt: 108.757047
2024-07-29 17:53:17 [LIDAR] mobile pose time drift, front, dt: 109.537040
2024-07-29 17:53:18 [LIDAR] mobile pose time drift, back, dt: 110.070839
2024-07-29 17:53:18 [LIDAR] mobile pose time drift, front, dt: 110.606375
2024-07-29 17:53:19 [LIDAR] mobile pose time drift, back, dt: 111.139607
2024-07-29 17:53:19 [LIDAR] mobile pose time drift, front, dt: 111.673337
2024-07-29 17:53:20 [LIDAR] mobile pose time drift, front, dt: 112.669030
2024-07-29 17:53:21 [LIDAR] mobile pose time drift, back, dt: 113.203410
2024-07-29 17:53:22 [LIDAR] mobile pose time drift, front, dt: 113.739871
2024-07-29 17:53:22 [LIDAR] mobile pose time drift, back, dt: 114.273061
2024-07-29 17:53:23 [LIDAR] mobile pose time drift, front, dt: 114.805047
2024-07-29 17:53:24 [LIDAR] mobile pose time drift, front, dt: 116.609055
2024-07-29 17:53:25 [LIDAR] mobile pose time drift, back, dt: 117.139807
2024-07-29 17:53:25 [LIDAR] mobile pose time drift, front, dt: 117.674982
2024-07-29 17:53:26 [LIDAR] mobile pose time drift, back, dt: 118.206823
2024-07-29 17:53:27 [LIDAR] mobile pose time drift, front, dt: 118.740493
2024-07-29 17:53:27 [LIDAR] mobile pose time drift, front, dt: 119.639987
2024-07-29 17:53:28 [LIDAR] mobile pose time drift, back, dt: 120.174316
2024-07-29 17:53:28 [LIDAR] mobile pose time drift, front, dt: 120.704842
2024-07-29 17:53:29 [LIDAR] mobile pose time drift, back, dt: 121.235255
2024-07-29 17:53:30 [LIDAR] mobile pose time drift, front, dt: 121.769458
2024-07-29 17:53:31 [LIDAR] mobile pose time drift, back, dt: 123.578154
2024-07-29 17:53:32 [LIDAR] mobile pose time drift, front, dt: 124.111039
2024-07-29 17:53:32 [LIDAR] mobile pose time drift, back, dt: 124.645691
2024-07-29 17:53:33 [LIDAR] mobile pose time drift, front, dt: 125.178569
2024-07-29 17:53:33 [LIDAR] mobile pose time drift, back, dt: 125.708432
2024-07-29 17:53:34 [LIDAR] mobile pose time drift, front, dt: 126.240479
2024-07-29 17:53:35 [LIDAR] mobile pose time drift, back, dt: 126.770936
2024-07-29 17:53:35 [LIDAR] mobile pose time drift, front, dt: 127.301920
2024-07-29 17:53:36 [LIDAR] mobile pose time drift, back, dt: 127.832903
2024-07-29 17:53:36 [LIDAR] mobile pose time drift, front, dt: 128.364554
2024-07-29 17:53:37 [LIDAR] mobile pose time drift, back, dt: 128.897058
2024-07-29 17:53:38 [LIDAR] mobile pose time drift, back, dt: 130.440091
2024-07-29 17:53:39 [LIDAR] mobile pose time drift, front, dt: 130.975962
2024-07-29 17:53:39 [LIDAR] mobile pose time drift, back, dt: 131.511177
2024-07-29 17:53:40 [LIDAR] mobile pose time drift, front, dt: 132.046899
2024-07-29 17:53:40 [LIDAR] mobile pose time drift, front, dt: 132.585458
2024-07-29 17:53:41 [LIDAR] mobile pose time drift, back, dt: 133.120801
2024-07-29 17:53:41 [LIDAR] mobile pose time drift, front, dt: 133.657652
2024-07-29 17:53:42 [LIDAR] mobile pose time drift, back, dt: 134.188393
2024-07-29 17:53:42 [LIDAR] mobile pose time drift, front, dt: 134.721539
2024-07-29 17:53:43 [LIDAR] mobile pose time drift, back, dt: 135.256086
2024-07-29 17:53:44 [LIDAR] mobile pose time drift, front, dt: 135.790362
2024-07-29 17:53:44 [LIDAR] mobile pose time drift, back, dt: 136.321988
2024-07-29 17:53:45 [LIDAR] mobile pose time drift, front, dt: 136.857453
2024-07-29 17:53:45 [LIDAR] mobile pose time drift, back, dt: 137.393719
2024-07-29 17:53:46 [LIDAR] mobile pose time drift, front, dt: 137.927732
2024-07-29 17:53:46 [LIDAR] mobile pose time drift, back, dt: 138.459043
2024-07-29 17:53:47 [LIDAR] mobile pose time drift, back, dt: 139.622687
2024-07-29 17:53:48 [LIDAR] mobile pose time drift, front, dt: 140.155149
2024-07-29 17:53:48 [LIDAR] mobile pose time drift, back, dt: 140.686104
2024-07-29 17:53:49 [LIDAR] mobile pose time drift, front, dt: 141.222702
2024-07-29 17:53:50 [LIDAR] mobile pose time drift, back, dt: 141.756207
2024-07-29 17:53:50 [LIDAR] mobile pose time drift, front, dt: 142.287975
2024-07-29 17:53:51 [LIDAR] mobile pose time drift, back, dt: 142.821128
2024-07-29 17:53:51 [LIDAR] mobile pose time drift, front, dt: 143.355484
2024-07-29 17:53:52 [LIDAR] mobile pose time drift, back, dt: 144.570458
2024-07-29 17:53:53 [LIDAR] mobile pose time drift, front, dt: 145.107752
2024-07-29 17:53:53 [LIDAR] mobile pose time drift, back, dt: 145.640295
2024-07-29 17:53:54 [LIDAR] mobile pose time drift, front, dt: 146.173972
2024-07-29 17:53:54 [LIDAR] mobile pose time drift, back, dt: 146.706641
2024-07-29 17:53:55 [LIDAR] mobile pose time drift, front, dt: 147.627275
2024-07-29 17:53:56 [LIDAR] mobile pose time drift, back, dt: 148.160619
2024-07-29 17:53:56 [LIDAR] mobile pose time drift, front, dt: 148.694668
2024-07-29 17:53:57 [LIDAR] mobile pose time drift, back, dt: 149.716142
2024-07-29 17:53:58 [LIDAR] mobile pose time drift, front, dt: 150.251836
2024-07-29 17:53:59 [LIDAR] mobile pose time drift, back, dt: 150.782701
2024-07-29 17:53:59 [LIDAR] mobile pose time drift, front, dt: 151.316736
2024-07-29 17:54:00 [LIDAR] mobile pose time drift, back, dt: 151.846768
2024-07-29 17:54:00 [LIDAR] mobile pose time drift, front, dt: 152.383142
2024-07-29 17:54:01 [LIDAR] mobile pose time drift, front, dt: 152.915884
2024-07-29 17:54:01 [LIDAR] mobile pose time drift, back, dt: 153.653217
2024-07-29 17:54:02 [LIDAR] mobile pose time drift, back, dt: 154.187956
2024-07-29 17:54:02 [LIDAR] mobile pose time drift, front, dt: 154.721580
2024-07-29 17:54:03 [LIDAR] mobile pose time drift, back, dt: 155.254049
2024-07-29 17:54:04 [LIDAR] mobile pose time drift, front, dt: 155.787189
2024-07-29 17:54:04 [LIDAR] mobile pose time drift, front, dt: 156.320968
2024-07-29 17:54:05 [LIDAR] mobile pose time drift, back, dt: 156.854700
2024-07-29 17:54:05 [LIDAR] mobile pose time drift, back, dt: 157.388703
2024-07-29 17:54:06 [LIDAR] mobile pose time drift, back, dt: 157.921922
2024-07-29 17:54:06 [LIDAR] mobile pose time drift, back, dt: 158.457789
2024-07-29 17:54:07 [LIDAR] mobile pose time drift, front, dt: 158.990867
2024-07-29 17:54:07 [LIDAR] mobile pose time drift, front, dt: 159.522724
2024-07-29 17:54:08 [LIDAR] mobile pose time drift, back, dt: 160.054002
2024-07-29 17:54:08 [LIDAR] mobile pose time drift, front, dt: 160.589879
2024-07-29 17:54:09 [LIDAR] mobile pose time drift, back, dt: 161.121781
2024-07-29 17:54:09 [LIDAR] mobile pose time drift, front, dt: 161.661015
2024-07-29 17:54:10 [LIDAR] mobile pose time drift, back, dt: 162.194880
2024-07-29 17:54:11 [LIDAR] mobile pose time drift, front, dt: 162.730549
2024-07-29 17:54:11 [LIDAR] mobile pose time drift, back, dt: 163.265835
2024-07-29 17:54:12 [LIDAR] mobile pose time drift, front, dt: 163.799543
2024-07-29 17:54:12 [LIDAR] mobile pose time drift, front, dt: 164.331595
2024-07-29 17:54:13 [LIDAR] mobile pose time drift, front, dt: 164.862940
2024-07-29 17:54:13 [LIDAR] mobile pose time drift, front, dt: 165.398314
2024-07-29 17:54:14 [LIDAR] mobile pose time drift, back, dt: 165.930190
2024-07-29 17:54:14 [LIDAR] mobile pose time drift, back, dt: 166.466236
2024-07-29 17:54:15 [LIDAR] mobile pose time drift, front, dt: 167.000961
2024-07-29 17:54:15 [LIDAR] mobile pose time drift, back, dt: 167.532423
2024-07-29 17:54:16 [LIDAR] mobile pose time drift, front, dt: 168.066883
2024-07-29 17:54:16 [LIDAR] mobile pose time drift, front, dt: 168.599685
2024-07-29 17:54:17 [LIDAR] mobile pose time drift, back, dt: 169.133251
2024-07-29 17:54:17 [LIDAR] mobile pose time drift, front, dt: 169.668247
2024-07-29 17:54:18 [LIDAR] mobile pose time drift, back, dt: 170.198734
2024-07-29 17:54:19 [LIDAR] mobile pose time drift, front, dt: 170.735910
2024-07-29 17:54:19 [LIDAR] mobile pose time drift, back, dt: 171.268175
2024-07-29 17:54:20 [LIDAR] mobile pose time drift, front, dt: 171.800783
2024-07-29 17:54:20 [LIDAR] mobile pose time drift, back, dt: 172.334682
2024-07-29 17:54:21 [LIDAR] mobile pose time drift, front, dt: 172.869453
2024-07-29 17:54:21 [LIDAR] mobile pose time drift, back, dt: 173.400769
2024-07-29 17:54:22 [LIDAR] mobile pose time drift, front, dt: 173.936318
2024-07-29 17:54:22 [LIDAR] mobile pose time drift, back, dt: 174.469691
2024-07-29 17:54:23 [LIDAR] mobile pose time drift, front, dt: 175.003510
2024-07-29 17:54:23 [LIDAR] mobile pose time drift, back, dt: 175.536848
2024-07-29 17:54:24 [LIDAR] mobile pose time drift, front, dt: 176.069303
2024-07-29 17:54:24 [LIDAR] mobile pose time drift, back, dt: 176.603423
2024-07-29 17:54:25 [LIDAR] mobile pose time drift, front, dt: 177.139095
2024-07-29 17:54:25 [LIDAR] mobile pose time drift, back, dt: 177.677777
2024-07-29 17:54:26 [LIDAR] mobile pose time drift, front, dt: 178.212384
2024-07-29 17:54:27 [LIDAR] mobile pose time drift, back, dt: 178.746105
2024-07-29 17:54:27 [LIDAR] mobile pose time drift, front, dt: 179.278396
2024-07-29 17:54:28 [LIDAR] mobile pose time drift, back, dt: 179.810972
2024-07-29 17:54:28 [LIDAR] mobile pose time drift, front, dt: 180.345894
2024-07-29 17:54:29 [LIDAR] mobile pose time drift, front, dt: 181.575472
2024-07-29 17:54:30 [LIDAR] mobile pose time drift, back, dt: 182.108289
2024-07-29 17:54:30 [LIDAR] mobile pose time drift, front, dt: 182.642925
2024-07-29 17:54:31 [LIDAR] mobile pose time drift, back, dt: 183.175511
2024-07-29 17:54:32 [LIDAR] mobile pose time drift, back, dt: 184.637942
2024-07-29 17:54:34 [LIDAR] mobile pose time drift, back, dt: 186.555002
2024-07-29 17:54:35 [LIDAR] mobile pose time drift, front, dt: 187.087534
2024-07-29 17:54:35 [LIDAR] mobile pose time drift, back, dt: 187.620023
2024-07-29 17:54:36 [LIDAR] mobile pose time drift, front, dt: 188.162077
2024-07-29 17:54:36 [LIDAR] mobile pose time drift, back, dt: 188.695477
2024-07-29 17:54:37 [LIDAR] mobile pose time drift, front, dt: 189.657631
2024-07-29 17:54:38 [LIDAR] mobile pose time drift, back, dt: 190.187711
2024-07-29 17:54:38 [LIDAR] mobile pose time drift, front, dt: 190.720506
2024-07-29 17:54:39 [LIDAR] mobile pose time drift, back, dt: 191.253519
2024-07-29 17:54:40 [LIDAR] mobile pose time drift, front, dt: 191.788606
2024-07-29 17:54:40 [LIDAR] mobile pose time drift, back, dt: 192.323262
2024-07-29 17:54:41 [LIDAR] mobile pose time drift, front, dt: 192.857944
2024-07-29 17:54:41 [LIDAR] mobile pose time drift, back, dt: 193.390635
